,x,y
0,2.6171875,-2.2654949034744676
1,0.0,0.0
2,9.375,-9.3633874979181
3,8.3203125,-3.7409120169685686
4,0.1953125,0.19159903703235726
5,0.15625,0.15434652872132373
6,5.3125,3.0001498975247856
7,0.3125,0.2973649837650538
8,7.03125,5.153953206080422
9,7.5,2.5997648837626937
10,1.9921875,-0.8148650964726911
11,2.578125,-2.1795676315435943
12,2.421875,-1.8212303200053168
13,8.671875,-6.327928047053841
14,7.9296875,-0.5997505766336465
15,9.609375,-9.446114544498133
16,2.8125,-2.661569925015784
17,9.1015625,-8.630274821963683
18,0.8203125,0.5594471292604365
19,3.6328125,-3.203261887564698
20,9.4140625,-9.413522038667887
21,5.9375,5.586258061725809
22,4.140625,-2.24055970123231
23,9.1796875,-8.905356019738536
24,0.546875,0.4671153343704451
25,4.21875,-1.9989853185835822
26,6.7578125,6.010825253345559
27,1.2890625,0.3583871362702055
28,8.7890625,-7.072093610307187
29,3.7890625,-3.0222034743663104
30,2.3046875,-1.5435971376210758
31,1.640625,-0.11446958757976528
32,5.9765625,5.697805936285227
33,7.7734375,0.6254280500551331
34,2.109375,-1.0819330068057305
35,6.328125,6.321736010704333
36,6.5234375,6.336071308996633
37,8.984375,-8.127085514106424
38,7.734375,0.9228784706356576
39,8.7109375,-6.584187785150495
40,0.078125,0.07788670266218974
41,3.5546875,-3.255677133572276
42,1.25,0.3941529529940858
43,2.5,-2.002859038867334
44,2.3828125,-1.7291494853681826
45,6.09375,5.984737235367557
46,6.171875,6.133679743251268
47,0.9375,0.5548172578991978
48,8.5546875,-5.515698094419922
49,9.140625,-8.774080999307783
50,4.6875,-0.11665505080032257
51,6.6796875,6.161460424588857
52,0.625,0.5068519496907612
53,6.015625,5.801581664857031
54,9.453125,-9.449327203125947
55,5.3515625,3.192379999445378
56,5.2734375,2.8058604048803684
57,2.5390625,-2.0919446195991016
58,3.59375,-3.23260197435682
59,6.6015625,6.269798658255184
60,0.5859375,0.48819962851440313
61,4.609375,-0.4739907046940575
62,7.3046875,3.8136701888855473
63,6.9140625,5.583177402319166
64,1.328125,0.31914383737879104
65,4.1796875,-2.1227059162556285
66,3.359375,-3.2800232263592077
67,8.828125,-7.302809233374113
68,0.5078125,0.4437317962253792
69,7.65625,1.5040371750932695
70,1.5234375,0.07212124601459574
71,5.078125,1.816124025330615
72,3.984375,-2.651156865764245
73,7.4609375,2.857555449051295
74,3.75,-3.077097590023353
75,6.0546875,5.897312624488726
76,8.8671875,-7.524097346868125
77,1.953125,-0.7286758168234829
78,0.0390625,0.03903270146698082
79,5.703125,4.770262554607698
80,4.1015625,-2.3524293818247806
81,5.0,1.4183109273161314
82,1.0546875,0.5204878065807789
83,7.6953125,1.215891684990476
84,1.3671875,0.2764520389916282
85,5.0390625,1.6170061819279569
86,8.9453125,-7.93665368925994
87,2.7734375,-2.5875974505843797
88,6.5625,6.308167694903472
89,7.1484375,4.635391088709364
90,2.4609375,-1.912543653963255
91,0.703125,0.5363615219839989
92,2.34375,-1.6365297010508808
93,9.921875,-8.721036577598543
94,10.0,-8.390715290764524
95,4.0625,-2.458210710676431
96,8.28125,-3.4316364515272753
97,0.859375,0.5610953840128278
98,4.8828125,0.8281237713028898
99,5.8984375,5.467221116957832
